idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strTags,dateModified,Ingredient,num_ingredientes,cluster,image_filename_x,image_path_x,image_filename_y,image_path_y,image_path
14466,Dirty Nipple,Shot,Alcoholic,Shot glass,This is a layered shot - the Bailey's must be on top,https://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,,2016-04-28 19:01:49,"['Kahlua', 'Sambuca', 'Baileys irish cream']",3,4.0,14466.jpg,cocktail_images/14466.jpg,14466.jpg,cocktail_images\14466.jpg,cocktail_images\14466.jpg
16992,Pink Penocha,Punch / Party Drink,Alcoholic,Punch bowl,mix all ingredients into bowl keep iced stir frequently,https://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,,2017-08-24 09:40:07,"['Everclear', 'Vodka', 'Peach schnapps', 'Orange juice', 'Cranberry juice']",5,2.0,16992.jpg,cocktail_images/16992.jpg,16992.jpg,cocktail_images\16992.jpg,cocktail_images\16992.jpg
11416,Gin Smash,Ordinary Drink,Alcoholic,Old-fashioned glass,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg,"Citrus,StrongFlavor",2017-09-08 16:14:16,"['Gin', 'Carbonated water', 'Sugar', 'Mint', 'Orange', 'Cherry']",6,3.0,11416.jpg,cocktail_images/11416.jpg,11416.jpg,cocktail_images\11416.jpg,cocktail_images\11416.jpg
14842,Midnight Mint,Cocktail,Alcoholic,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,,2015-09-02 16:38:30,"['Baileys irish cream', 'White Creme de Menthe', 'Cream']",3,4.0,14842.jpg,cocktail_images/14842.jpg,14842.jpg,cocktail_images\14842.jpg,cocktail_images\14842.jpg
178319,Aquamarine,Cocktail,Alcoholic,Martini Glass,"Shake well in a shaker with ice.
Strain in a martini glass.",https://www.thecocktaildb.com/images/media/drink/zvsre31572902738.jpg,,,"['Hpnotiq', 'Pineapple Juice', 'Banana Liqueur']",3,4.0,178319.jpg,cocktail_images/178319.jpg,178319.jpg,cocktail_images\178319.jpg,cocktail_images\178319.jpg
14360,Absolut Sex,Shot,Alcoholic,Old-fashioned glass,"Shake Absolut Kurant, Midori, and Cranberry juice in shaker with ice: Strain into rocks glass: Splash of seven on top.Absolut Sex.",https://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,,2016-08-31 19:33:56,"['Absolut Kurant', 'Midori melon liqueur', 'Cranberry juice', 'Sprite']",4,4.0,14360.jpg,cocktail_images/14360.jpg,14360.jpg,cocktail_images\14360.jpg,cocktail_images\14360.jpg
17227,Addington,Cocktail,Alcoholic,Cocktail glass,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,https://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,,2017-09-07 22:15:25,"['Sweet Vermouth', 'Dry Vermouth', 'Soda Water']",3,4.0,17227.jpg,cocktail_images/17227.jpg,17227.jpg,cocktail_images\17227.jpg,cocktail_images\17227.jpg
17833,A. J.,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/l74qo91582480316.jpg,,2016-09-02 11:16:58,"['Applejack', 'Grapefruit juice']",2,4.0,17833.jpg,cocktail_images/17833.jpg,17833.jpg,cocktail_images\17833.jpg,cocktail_images\17833.jpg
16295,Bleeding Surgeon,Soft Drink,Alcoholic,Collins glass,"Pour Shot of Rum over slice of orange. Fill the remaining space in glass half way full of surge or similar drink. Finish off glass with cranberry juice. Be carefull, warm surge may foam over the glass.",https://www.thecocktaildb.com/images/media/drink/usuvvr1472719118.jpg,,2016-09-01 09:38:38,"['Dark rum', 'Orange', 'Surge', 'Cranberry juice']",4,4.0,16295.jpg,cocktail_images/16295.jpg,16295.jpg,cocktail_images\16295.jpg,cocktail_images\16295.jpg
13072,Popped cherry,Ordinary Drink,Alcoholic,Highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,,2016-09-08 15:27:05,"['Vodka', 'Cherry liqueur', 'Cranberry juice', 'Orange juice']",4,2.0,13072.jpg,cocktail_images/13072.jpg,13072.jpg,cocktail_images\13072.jpg,cocktail_images\13072.jpg
12690,Lassi - A South Indian Drink,Other / Unknown,Non alcoholic,Highball Glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,,2017-02-20 15:19:40,"['Yoghurt', 'Water', 'Cumin seed', 'Salt', 'Mint']",5,5.0,12690.jpg,cocktail_images/12690.jpg,12690.jpg,cocktail_images\12690.jpg,cocktail_images\12690.jpg
14860,Talos Coffee,Coffee / Tea,Alcoholic,Brandy snifter,Add your GM and then add your coffee.,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,,2015-09-03 03:15:18,"['Grand Marnier', 'Coffee']",2,4.0,14860.jpg,cocktail_images/14860.jpg,14860.jpg,cocktail_images\14860.jpg,cocktail_images\14860.jpg
11145,Classic Old-Fashioned,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick.",https://www.thecocktaildb.com/images/media/drink/w8cxqv1582485254.jpg,,2017-09-02 16:29:33,"['Bitters', 'Water', 'Sugar', 'Bourbon', 'Orange', 'Maraschino cherry']",6,3.0,11145.jpg,cocktail_images/11145.jpg,11145.jpg,cocktail_images\11145.jpg,cocktail_images\11145.jpg
12528,White Russian,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,https://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,,2016-08-28 18:35:32,"['Vodka', 'Coffee liqueur', 'Light cream']",3,2.0,12528.jpg,cocktail_images/12528.jpg,12528.jpg,cocktail_images\12528.jpg,cocktail_images\12528.jpg
11053,Arise My Love,Ordinary Drink,Alcoholic,Champagne flute,Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.,https://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg,,2015-09-02 16:23:52,"['Champagne', 'Green Creme de Menthe']",2,4.0,11053.jpg,cocktail_images/11053.jpg,11053.jpg,cocktail_images\11053.jpg,cocktail_images\11053.jpg
17239,Hunter's Moon,Cocktail,Alcoholic,Balloon Glass,"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange.",https://www.thecocktaildb.com/images/media/drink/t0iugg1509556712.jpg,,2017-11-01 17:18:32,"['Vermouth', 'Maraschino Cherry', 'Sugar Syrup', 'Lemonade', 'Blackberries']",5,4.0,17239.jpg,cocktail_images/17239.jpg,17239.jpg,cocktail_images\17239.jpg,cocktail_images\17239.jpg
17218,Vesper,Cocktail,Alcoholic,Cocktail glass,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",https://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,"IBA,NewEra",2017-09-02 18:48:34,"['Gin', 'Vodka', 'Lillet Blanc']",3,1.0,17218.jpg,cocktail_images/17218.jpg,17218.jpg,cocktail_images\17218.jpg,cocktail_images\17218.jpg
16250,Rum Runner,Punch / Party Drink,Alcoholic,Cocktail glass,Mix all ingredients in glass & add ice.,https://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg,,2017-09-08 17:40:57,"['Malibu rum', 'Blackberry brandy', 'Orange juice', 'Pineapple juice', 'Cranberry juice']",5,4.0,16250.jpg,cocktail_images/16250.jpg,16250.jpg,cocktail_images\16250.jpg,cocktail_images\16250.jpg
13206,Caipirissima,Ordinary Drink,Alcoholic,Collins Glass,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,,2017-08-24 10:05:15,"['Lime', 'Sugar', 'White rum', 'Ice']",4,3.0,13206.jpg,cocktail_images/13206.jpg,13206.jpg,cocktail_images\13206.jpg,cocktail_images\13206.jpg
13192,National Aquarium,Ordinary Drink,Alcoholic,Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,,2017-08-24 09:57:01,"['Rum', 'Vodka', 'Gin', 'Blue Curacao', 'Sour mix', 'Lemon-lime soda']",6,1.0,13192.jpg,cocktail_images/13192.jpg,13192.jpg,cocktail_images\13192.jpg,cocktail_images\13192.jpg
17249,Pegu Club,Cocktail,Alcoholic,Cocktail glass,"Shake, strain, up, cocktail glass",https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg,,2017-12-19 17:18:23,"['Gin', 'Orange Curacao', 'Lime Juice', 'Angostura Bitters', 'Orange Bitters']",5,1.0,17249.jpg,cocktail_images/17249.jpg,17249.jpg,cocktail_images\17249.jpg,cocktail_images\17249.jpg
11026,Amaretto Mist,Ordinary Drink,Alcoholic,Old-fashioned glass,"Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)",https://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg,,2017-01-02 20:19:31,"['Amaretto', 'Lime']",2,4.0,11026.jpg,cocktail_images/11026.jpg,11026.jpg,cocktail_images\11026.jpg,cocktail_images\11026.jpg
12710,Apple Berry Smoothie,Other / Unknown,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,,2016-07-18 22:14:33,"['Berries', 'Apple']",2,4.0,12710.jpg,cocktail_images/12710.jpg,12710.jpg,cocktail_images\12710.jpg,cocktail_images\12710.jpg
12698,Lassi - Mango,Other / Unknown,Non alcoholic,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,,2017-02-20 15:16:56,"['Mango', 'Yoghurt', 'Sugar', 'Water']",4,5.0,12698.jpg,cocktail_images/12698.jpg,12698.jpg,cocktail_images\12698.jpg,cocktail_images\12698.jpg
16447,Brandon and Will's Coke Float,Soft Drink,Alcoholic,Beer mug,"Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",https://www.thecocktaildb.com/images/media/drink/xspxyr1472719185.jpg,,2016-09-01 09:39:45,"['Vanilla ice-cream', 'Coca-Cola', 'Bourbon']",3,4.0,16447.jpg,cocktail_images/16447.jpg,16447.jpg,cocktail_images\16447.jpg,cocktail_images\16447.jpg
14053,Mother's Milk,Shot,Alcoholic,Shot glass,"Shake over ice, strain. Serves two.",https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,,2017-09-08 16:43:19,"['Goldschlager', 'Butterscotch schnapps', 'Milk']",3,4.0,14053.jpg,cocktail_images/14053.jpg,14053.jpg,cocktail_images\14053.jpg,cocktail_images\14053.jpg
178328,Funk and Soul,Cocktail,Alcoholic,Collins glass,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,,,"['Rum', 'Apricot Nectar', 'Pomegranate juice', 'lemon', 'Soda Water']",5,4.0,178328.jpg,cocktail_images/178328.jpg,178328.jpg,cocktail_images\178328.jpg,cocktail_images\178328.jpg
12856,Tia-Maria,Homemade Liqueur,Alcoholic,Collins Glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,,2017-09-02 16:44:58,"['Water', 'Brown sugar', 'Coffee', 'Rum', 'Vanilla extract']",5,5.0,12856.jpg,cocktail_images/12856.jpg,12856.jpg,cocktail_images\12856.jpg,cocktail_images\12856.jpg
11604,Kentucky Colonel,Ordinary Drink,Alcoholic,Cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,,2016-11-10 23:25:48,"['Bourbon', 'Benedictine', 'Lemon peel']",3,4.0,11604.jpg,cocktail_images/11604.jpg,11604.jpg,cocktail_images\11604.jpg,cocktail_images\11604.jpg
14610,ACID,Shot,Alcoholic,Shot glass,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,https://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,,2016-11-15 11:28:37,"['151 proof rum', 'Wild Turkey']",2,4.0,14610.jpg,cocktail_images/14610.jpg,14610.jpg,cocktail_images\14610.jpg,cocktail_images\14610.jpg
17248,French Negroni,Cocktail,Alcoholic,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,,2017-12-19 17:06:07,"['Gin', 'Lillet', 'Sweet Vermouth', 'Orange Peel']",4,1.0,17248.jpg,cocktail_images/17248.jpg,17248.jpg,cocktail_images\17248.jpg,cocktail_images\17248.jpg
178352,Frosé,Cocktail,Alcoholic,Cocktail glass,"Step 1
Pour rosé into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.

Step 2
Meanwhile, bring sugar and ½ cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.

Step 3
Scrape rosé into a blender. Add lemon juice, 3½ ounces strawberry syrup, and 1 cup crushed ice and purée until smooth. Transfer blender jar to freezer and freeze until frosé is thickened (aim for milkshake consistency), 25–35 minutes.

Step 4
Blend again until frosé is slushy. Divide among glasses.

Step 5
Do Ahead: Rosé can be frozen 1 week ahead.",https://www.thecocktaildb.com/images/media/drink/b4cadp1619695347.jpg,"Cold, Frozen, Summer",,"['Rose', 'Sugar', 'Strawberries', 'Lemon Juice']",4,3.0,178352.jpg,cocktail_images/178352.jpg,178352.jpg,cocktail_images\178352.jpg,cocktail_images\178352.jpg
17210,Bramble,Ordinary Drink,Alcoholic,Old-Fashioned glass,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",https://www.thecocktaildb.com/images/media/drink/twtbh51630406392.jpg,"IBA,NewEra",2017-09-02 18:15:26,"['Gin', 'lemon juice', 'Sugar syrup', 'Creme de Mure']",4,1.0,17210.jpg,cocktail_images/17210.jpg,17210.jpg,cocktail_images\17210.jpg,cocktail_images\17210.jpg
17189,Monkey Gland,Ordinary Drink,Alcoholic,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,"IBA,Classic",2017-09-02 12:11:31,"['Gin', 'Benedictine', 'Orange juice', 'Grenadine']",4,1.0,17189.jpg,cocktail_images/17189.jpg,17189.jpg,cocktail_images\17189.jpg,cocktail_images\17189.jpg
11119,Blue Mountain,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass almost filled with ice cubes.",https://www.thecocktaildb.com/images/media/drink/bih7ln1582485506.jpg,,2015-09-02 17:04:13,"['Añejo rum', 'Tia maria', 'Vodka', 'Orange juice', 'Lemon juice']",5,2.0,11119.jpg,cocktail_images/11119.jpg,11119.jpg,cocktail_images\11119.jpg,cocktail_images\11119.jpg
17175,Girl From Ipanema,Ordinary Drink,Alcoholic,Wine Glass,"Add the cachaca, lemon juice and syrup to your boston glass. Add ice and shake until ice cold. Pour into a chilled flute and top-up with Champagne",https://www.thecocktaildb.com/images/media/drink/xypspq1469090633.jpg,,2016-07-21 09:43:53,"['Cachaca', 'Lemon Juice', 'Agave Syrup', 'Champagne']",4,4.0,17175.jpg,cocktail_images/17175.jpg,17175.jpg,cocktail_images\17175.jpg,cocktail_images\17175.jpg
178326,White Wine Sangria,Punch / Party Drink,Alcoholic,Pitcher,"Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",https://www.thecocktaildb.com/images/media/drink/hnuod91587851576.jpg,Spanish,,"['Lime', 'lemon', 'White Wine', 'Strawberries', 'Apple', 'Apple Brandy', 'Soda Water']",7,4.0,178326.jpg,cocktail_images/178326.jpg,178326.jpg,cocktail_images\178326.jpg,cocktail_images\178326.jpg
13731,Amaretto Sour,Ordinary Drink,Alcoholic,Collins Glass,Shake and strain. Garnish with a cherry and an orange slice.,https://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,,2017-04-24 22:43:32,"['Amaretto', 'Sour mix']",2,4.0,13731.jpg,cocktail_images/13731.jpg,13731.jpg,cocktail_images\13731.jpg,cocktail_images\13731.jpg
16419,Avalanche,Shake,Alcoholic,Highball glass,"Mix in highball glass over ice, shake well.",https://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg,,2016-09-01 09:56:05,"['Crown Royal', 'Kahlua', 'Cream']",3,4.0,16419.jpg,cocktail_images/16419.jpg,16419.jpg,cocktail_images\16419.jpg,cocktail_images\16419.jpg
14564,A Splash of Nash,Shot,Alcoholic,Highball glass,Drop shot glass with banana & melon liquers into a 9 oz hi- ball glass containing soda water and cranberry juice. Drink in one shot.,https://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,,2016-08-31 19:30:01,"['Cranberry juice', 'Soda water', 'Midori melon liqueur', 'Creme de Banane']",4,4.0,14564.jpg,cocktail_images/14564.jpg,14564.jpg,cocktail_images\14564.jpg,cocktail_images\14564.jpg
14282,California Root Beer,Soft Drink,Alcoholic,Highball glass,Put Kahlua and Galliano in highball glass fill with soda,https://www.thecocktaildb.com/images/media/drink/rsxuyr1472719526.jpg,,2016-09-01 09:45:26,"['Kahlua', 'Galliano', 'Soda water']",3,4.0,14282.jpg,cocktail_images/14282.jpg,14282.jpg,cocktail_images\14282.jpg,cocktail_images\14282.jpg
16202,Amaretto Sweet & Sour,Punch / Party Drink,Alcoholic,Margarita/Coupette glass,"Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.",https://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,,2016-08-31 19:35:46,"['Amaretto', 'Sweet and sour', 'Midori melon liqueur', 'Pineapple juice']",4,4.0,16202.jpg,cocktail_images/16202.jpg,16202.jpg,cocktail_images\16202.jpg,cocktail_images\16202.jpg
178349,Snowday,Cocktail,Alcoholic,Collins glass,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg,Winter,,"['Vodka', 'Amaro Montenegro', 'Ruby Port', 'Blood Orange', 'Angostura Bitters', 'Orange Peel']",6,2.0,178349.jpg,cocktail_images/178349.jpg,178349.jpg,cocktail_images\178349.jpg,cocktail_images\178349.jpg
12796,Caribbean Orange Liqueur,Homemade Liqueur,Alcoholic,Collins Glass,"Pare very thinly the bright-colored rind from the oranges (no white). Blot the peel on paper towels to remove any excess oil. Put peel in a 4 cup screw-top jar. Add 2 cups vodka. Close jar. Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor. Remove peel and add remaining vodka. Close jar and add remaining cup of vodka. Close the jar and store in a cool dark place at least 1 month to age.",https://www.thecocktaildb.com/images/media/drink/qwxuwy1472667570.jpg,,2016-08-31 19:19:30,"['Orange', 'Vodka', 'Sugar']",3,3.0,12796.jpg,cocktail_images/12796.jpg,12796.jpg,cocktail_images\12796.jpg,cocktail_images\12796.jpg
178368,Planter’s Punch,Cocktail,Alcoholic,Highball glass,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,https://www.thecocktaildb.com/images/media/drink/jn6o251643844541.jpg,,,"['Dark Rum', 'Orange Juice', 'Pineapple Juice', 'Grenadine', 'Sugar Syrup', 'Angostura Bitters']",6,4.0,178368.jpg,cocktail_images/178368.jpg,178368.jpg,cocktail_images\178368.jpg,cocktail_images\178368.jpg
15743,Fuzzy Asshole,Coffee / Tea,Alcoholic,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,,2016-08-31 19:24:58,"['Coffee', 'Peach schnapps']",2,4.0,15743.jpg,cocktail_images/15743.jpg,15743.jpg,cocktail_images\15743.jpg,cocktail_images\15743.jpg
12784,Thai Iced Coffee,Coffee / Tea,Non alcoholic,Highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,,2015-09-03 03:00:50,"['Coffee', 'Sugar', 'Cream', 'Cardamom']",4,3.0,12784.jpg,cocktail_images/12784.jpg,12784.jpg,cocktail_images\12784.jpg,cocktail_images\12784.jpg
12876,Berry Deadly,Punch / Party Drink,Alcoholic,Collins Glass,Add all ingredients to large bowl. Stir gently. Serve chilled.,https://www.thecocktaildb.com/images/media/drink/zk74k21593351065.jpg,,2016-04-28 19:17:57,"['Everclear', 'Wine', 'Orange juice', 'Kool-Aid']",4,4.0,12876.jpg,cocktail_images/12876.jpg,12876.jpg,cocktail_images\12876.jpg,cocktail_images\12876.jpg
16990,Sweet Tooth,Shake,Alcoholic,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,,2017-08-24 09:37:01,"['Godiva liqueur', 'Milk']",2,4.0,16990.jpg,cocktail_images/16990.jpg,16990.jpg,cocktail_images\16990.jpg,cocktail_images\16990.jpg
11084,Bermuda Highball,Ordinary Drink,Alcoholic,Highball glass,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",https://www.thecocktaildb.com/images/media/drink/qrvtww1441206528.jpg,,2015-09-02 16:08:48,"['Brandy', 'Gin', 'Dry Vermouth', 'Carbonated water', 'Lemon peel']",5,1.0,11084.jpg,cocktail_images/11084.jpg,11084.jpg,cocktail_images\11084.jpg,cocktail_images\11084.jpg
11420,Gin Toddy,Ordinary Drink,Alcoholic,Old-fashioned glass,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg,,2017-09-07 22:45:24,"['Gin', 'Water', 'Powdered sugar', 'Lemon peel']",4,1.0,11420.jpg,cocktail_images/11420.jpg,11420.jpg,cocktail_images\11420.jpg,cocktail_images\11420.jpg
178366,Gin Lemon,Cocktail,Alcoholic,Highball glass,"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",https://www.thecocktaildb.com/images/media/drink/6gdohq1681212476.jpg,"simple,classic,refreshing",,"['Gin', 'Lemon Juice', 'Lemon Peel', 'Ice']",4,1.0,178366.jpg,cocktail_images/178366.jpg,178366.jpg,cocktail_images\178366.jpg,cocktail_images\178366.jpg
13405,Brainteaser,Shot,Alcoholic,Shot Glass,"layered erin first, then sambuca and then avocart(should sit in middle of other two. To drink: use a straw to suck up avocart then shot the rest and then suck fumes up through straw.",https://www.thecocktaildb.com/images/media/drink/ruywtq1461866066.jpg,,2016-04-28 18:54:26,"['Sambuca', 'Erin Cream', 'Advocaat']",3,4.0,13405.jpg,cocktail_images/13405.jpg,13405.jpg,cocktail_images\13405.jpg,cocktail_images\13405.jpg
17252,Greyhound,Cocktail,Alcoholic,Collins glass,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg,,2017-12-19 18:05:32,"['Vodka', 'Grapefruit Juice']",2,2.0,17252.jpg,cocktail_images/17252.jpg,17252.jpg,cocktail_images\17252.jpg,cocktail_images\17252.jpg
16041,Mudslinger,Punch / Party Drink,Alcoholic,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,,2017-09-08 16:45:55,"['Southern Comfort', 'Orange juice', 'Pepsi Cola']",3,4.0,16041.jpg,cocktail_images/16041.jpg,16041.jpg,cocktail_images\16041.jpg,cocktail_images\16041.jpg
14095,Jamaica Kiss,Shake,Alcoholic,Hurricane glass,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,,2015-09-03 04:05:49,"['Coffee liqueur', 'Light rum', 'Ice', 'Milk']",4,4.0,14095.jpg,cocktail_images/14095.jpg,14095.jpg,cocktail_images\14095.jpg,cocktail_images\14095.jpg
11117,Blue Lagoon,Ordinary Drink,Alcoholic,Highball glass,"Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/5wm4zo1582579154.jpg,,2017-09-02 22:58:25,"['Vodka', 'Blue Curacao', 'Lemonade', 'Cherry']",4,2.0,11117.jpg,cocktail_images/11117.jpg,11117.jpg,cocktail_images\11117.jpg,cocktail_images\11117.jpg
17254,Bijou,Cocktail,Alcoholic,Cocktail glass,"Stir in mixing glass with ice and strain
",https://www.thecocktaildb.com/images/media/drink/rysb3r1513706985.jpg,,2017-12-19 18:09:45,"['Orange Bitters', 'Green Chartreuse', 'Gin', 'Sweet Vermouth']",4,1.0,17254.jpg,cocktail_images/17254.jpg,17254.jpg,cocktail_images\17254.jpg,cocktail_images\17254.jpg
11255,Clove Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,,2016-04-28 19:19:39,"['Sweet Vermouth', 'Sloe gin', 'Wine']",3,4.0,11255.jpg,cocktail_images/11255.jpg,11255.jpg,cocktail_images\11255.jpg,cocktail_images\11255.jpg
